Image,Education_URL,Title,Time Period,Author,Location
,https://www.metmuseum.org/art/collection/search/252357,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/14_6_521ac.jpg,https://www.metmuseum.org/art/collection/search/564702,Fragment of the Canopic Chest of Siptah,ca. 1194–1188 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/sf33_153_1.jpg,https://www.metmuseum.org/art/collection/search/197459,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/544342,Shabti,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/sf41-190-470s1.jpg,https://www.metmuseum.org/art/collection/search/468034,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/576959,"Inlay, rectangular shape",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/sf41-100-170s1.jpg,https://www.metmuseum.org/art/collection/search/467743,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552032,Miniature Stone Vessel,ca. 2150–2100 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564600,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.1125.jpg,https://www.metmuseum.org/art/collection/search/547610,Cowroid bead,ca. 1550–1425 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564640,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/549380,Piriform Storage Jar,ca. 1479–1425 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-08_202_30_EGDP025603.jpg,https://www.metmuseum.org/art/collection/search/549308,Plaque painted with names of Ramesses IV on one side and as a scribal palette on the other,ca. 1153–1147 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/an/mobile-large/DP224745.jpg,https://www.metmuseum.org/art/collection/search/324150,Eye idol,ca. 3700–3500 BCE,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/an/mobile-large/DP224748.jpg,https://www.metmuseum.org/art/collection/search/324153,Eye idol,ca. 3700–3500 BCE,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564632,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564733,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564639,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-27_3_489%E2%80%93490_EGDP024911.jpg,https://www.metmuseum.org/art/collection/search/548926,Model Ointment Jar from a Foundation Deposit,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/30.8.16ab.jpg,https://www.metmuseum.org/art/collection/search/559961,Model Jar from the Foundation Deposit for Hatshepsut's Tomb,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560980,Kohl jar,ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/576972,"Inlay, chevron shape",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/LC-55_20-1.jpg,https://www.metmuseum.org/art/collection/search/468480,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/554534,Walking Stick Handle,ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564599,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP-889-06.jpg,https://www.metmuseum.org/art/collection/search/675879,Cylindrical unguent vase with a lid,ca. 1887–1750 BC,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP119983.jpg,https://www.metmuseum.org/art/collection/search/243983,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560946,"Weight, inscribed with cartouche of Senwosret and 1 7/8",ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-10_130_1290_EGDP036940.jpg,https://www.metmuseum.org/art/collection/search/560737,Vase,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/561251,Jar Fragment,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/14.6.260_EGDP015315.jpg,https://www.metmuseum.org/art/collection/search/559265,Shabti of Siptah,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564755,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP20790.jpg,https://www.metmuseum.org/art/collection/search/255086,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556093,Sphinx amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569975,Mold for Amulet with Ankh Sign Hieroglyph,ca. 1353–1336 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.30_EGDP017150.jpg,https://www.metmuseum.org/art/collection/search/561534,Winged uraeus amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552890,Hare Couchant Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.64_EGDP017140.jpg,https://www.metmuseum.org/art/collection/search/561568,Vulture amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_29_EGDP037351.jpg,https://www.metmuseum.org/art/collection/search/544840,Ceremonial Implement in the Shape of an Ankh,ca. 1400–1390 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.848_EGDP018998.jpg,https://www.metmuseum.org/art/collection/search/550952,Standing Figure of Re-Harakhty,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552962,Frog amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121837.jpg,https://www.metmuseum.org/art/collection/search/243777,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552751,Wedjat eye Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/04.2.69_front.jpg,https://www.metmuseum.org/art/collection/search/560632,Amulet in the Shape of a Heart,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/12.180.379.jpg,https://www.metmuseum.org/art/collection/search/559156,Mold for a Fox Head Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552683,Quadruple Eye Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/559542,Fish Amulet,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560761,Uraeus Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/15.3.491-GC-shelf.jpg,https://www.metmuseum.org/art/collection/search/557484,Necklace of amulets,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558572,Falcon amulet,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/05.4.41_EGDP010806.jpg,https://www.metmuseum.org/art/collection/search/549457,"Votive Fragment, Hathor",ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552958,Model Vases Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/554384,Eye Amulet,ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/22.1.130_132_133_137_135_134_140_127_128.jpg,https://www.metmuseum.org/art/collection/search/546827,Frog amulet,ca. 1850–1700 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555108,Heart Amulet with cartouches of Maatkare,ca. 1070–1000 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.313_acc.jpg,https://www.metmuseum.org/art/collection/search/552869,Imsety Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555318,Amulet: Crown of Upper Egypt,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.1084_front.nk.jpg,https://www.metmuseum.org/art/collection/search/559729,Owl Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552899,Uraeus Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555428,Amulet of wedjat eye,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/553530,Quadruple Wedjat eye amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT11555.jpg,https://www.metmuseum.org/art/collection/search/488733,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/548336,Amulet in the shape of a falcon's head,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap09.176.jpg,https://www.metmuseum.org/art/collection/search/11379,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.206.jpg,https://www.metmuseum.org/art/collection/search/551374,Eternity Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP152388.jpg,https://www.metmuseum.org/art/collection/search/12855,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/553505,Wedjat eye amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DP-14385-074.jpg,https://www.metmuseum.org/art/collection/search/834045,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558816,Hippopotamus head amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-21361-001.jpg,https://www.metmuseum.org/art/collection/search/471907,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/329851,Lion Head Pendant,ca. 4th century B.C. or later,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP145402.jpg,https://www.metmuseum.org/art/collection/search/436932,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/10.130.2478_EGDP017272.jpg,https://www.metmuseum.org/art/collection/search/558844,Bead with figure of a goddes (Aphrodite Anadyomene?),100 BC–100 AD,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP169459.jpg,https://www.metmuseum.org/art/collection/search/438660,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556024,Falcon amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/ep07.225.456a.bw.R.jpg,https://www.metmuseum.org/art/collection/search/189708,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/567674,"Amulet, Uraeus",ca. 1550–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14286-007.jpg,https://www.metmuseum.org/art/collection/search/437790,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/559540,Amulet of butterfly,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT2555.jpg,https://www.metmuseum.org/art/collection/search/488693,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/05.3.274_EGDP020445.jpg,https://www.metmuseum.org/art/collection/search/569711,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1139.jpg,https://www.metmuseum.org/art/collection/search/437311,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP236146.jpg,https://www.metmuseum.org/art/collection/search/489360,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/568918,Crocodile amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT11198.jpg,https://www.metmuseum.org/art/collection/search/10978,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP105036.jpg,https://www.metmuseum.org/art/collection/search/12671,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1890.jpg,https://www.metmuseum.org/art/collection/search/438007,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP147594.jpg,https://www.metmuseum.org/art/collection/search/437748,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1035.jpg,https://www.metmuseum.org/art/collection/search/437122,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP151176.jpg,https://www.metmuseum.org/art/collection/search/439120,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-25464-001.jpg,https://www.metmuseum.org/art/collection/search/438144,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap24.109.81.jpg,https://www.metmuseum.org/art/collection/search/11778,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT11556.jpg,https://www.metmuseum.org/art/collection/search/488734,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap90.18.3.jpg,https://www.metmuseum.org/art/collection/search/10184,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2990.jpg,https://www.metmuseum.org/art/collection/search/12153,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1996.jpg,https://www.metmuseum.org/art/collection/search/436704,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1944.jpg,https://www.metmuseum.org/art/collection/search/437990,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-29214-001.jpg,https://www.metmuseum.org/art/collection/search/435864,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-21_7_1_EGDP034382.jpg,https://www.metmuseum.org/art/collection/search/554479,Jar of Ahmose-Nefertari,ca. 1525–1504 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap1973.323.3.jpg,https://www.metmuseum.org/art/collection/search/11837,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-15_3_593_EGDP026588.jpg,https://www.metmuseum.org/art/collection/search/556840,Magical figurine of foreigner,ca. 1981–1650 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2041.jpg,https://www.metmuseum.org/art/collection/search/12667,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564772,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP130800.jpg,https://www.metmuseum.org/art/collection/search/437112,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/17.190.1966_EGDP017771.jpg,https://www.metmuseum.org/art/collection/search/544047,Cosmetic Spoon in the Shape of a Tilapia with Water Lilies,ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP241997.jpg,https://www.metmuseum.org/art/collection/search/489245,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545894,Footed Globular Jar Inscribed for Amenhotep II,ca. 1427–1400 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP160223.jpg,https://www.metmuseum.org/art/collection/search/436880,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/544032,Cypriote Juglet Replicated in Stone by Ancient Egyptian Craftsman,ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
